NUM_FEATURES,NUM_PARAMS,FinalTrainLossAvg,FinalTestLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,TrainTimeSec
4,5,0.016469924643392607,0.01992542179370368,100.0,100.0,100.0,100.0,100.0,1.0,1.0,7.944805860519409
