NUM_FEATURES,NUM_PARAMS,Loss,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,InitWeights,TrainingTime
8,4,0.06691588615968233,96.03729603729604,91.66666666666666,91.6342499441091,91.7039330352024,91.63735163735164,0.8749678415230255,0.8753056886975398,"[[0.9484724998474121, 0.36872053146362305, -0.24899613857269287, 0.27604007720947266], [0.4705694317817688, 1.4037144184112549, -0.17871420085430145, 1.537346601486206], [-0.813771665096283, 0.292100727558136, 0.169398695230484, 1.5162115097045898], [2.4416115283966064, 0.1538521945476532, -0.5932983160018921, 0.464084267616272], [-1.5845259428024292, 1.1234863996505737, -1.1268848180770874, 0.615839958190918], [0.36587029695510864, -1.5307657718658447, -0.5445318818092346, -1.2571213245391846]]",8.249488115310669
