NUM_FEATURES,NUM_PARAMS,Loss,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,InitWeights,TrainingTime
6,4,0.038190178225785146,99.06759906759906,99.07407407407408,99.07389542735868,99.07407407407408,99.09909909909909,0.9861111111111112,0.9862379502795708,"[[1.1235829591751099, -0.9156264662742615, 0.3424040377140045, 0.7069664597511292], [0.8715412020683289, 0.6472954750061035, 0.5222011804580688, 0.47638583183288574], [-0.3257395923137665, 1.2435154914855957, 0.97691410779953, -0.6750585436820984], [1.182055115699768, -0.3237338662147522, 1.3835532665252686, 0.15163226425647736], [1.2571678161621094, 1.2871155738830566, 0.03013593703508377, -0.647703230381012], [0.5794185996055603, 0.3518337905406952, -0.19905328750610352, 1.508364200592041]]",5.157742023468018
