NUM_FEATURES,NUM_PARAMS,Loss,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,InitWeights,TrainingTime
4,4,0.44857526024182637,46.666666666666664,50.0,38.86152162014231,32.69537480063796,50.0,0.25,0.2995211489365769,"[[-0.36371660232543945, -0.4030047655105591, -0.08743295818567276, 0.2746814489364624], [-1.0391874313354492, 0.10534203052520752, 0.08975047618150711, 0.006382405292242765], [-0.22586019337177277, -0.44105127453804016, 1.0804184675216675, -0.3245420455932617], [-0.7224537134170532, -0.07591848075389862, -0.13020148873329163, -0.02154502272605896], [0.8688864707946777, -0.2967272400856018, -1.0126140117645264, -0.09357760846614838], [-0.9999890923500061, -0.5206359028816223, 0.060003794729709625, -0.3307275176048279]]",4.923188924789429
