Trial,BestLossSoFar,BestTrainAccSoFar
1,0.0248809553682804,96.66666666666669
2,0.0248809553682804,96.66666666666669
3,0.0248809553682804,96.66666666666669
4,0.0248809553682804,96.66666666666669
5,0.0248809553682804,96.66666666666669
6,0.0248809553682804,96.66666666666669
7,0.0248809553682804,96.66666666666669
8,0.0248809553682804,96.66666666666669
9,0.0248809553682804,96.66666666666669
10,0.0248809553682804,96.66666666666669
11,0.0248809553682804,96.66666666666669
12,0.0248809553682804,96.66666666666669
13,0.0248809553682804,96.66666666666669
14,0.0248809553682804,96.66666666666669
15,0.0248809553682804,96.66666666666669
16,0.0248809553682804,96.66666666666669
17,0.0248809553682804,96.66666666666669
18,0.0248809553682804,96.66666666666669
19,0.0248809553682804,96.66666666666669
20,0.0248809553682804,96.66666666666669
21,0.0248809553682804,96.66666666666669
22,0.0248809553682804,96.66666666666669
23,0.0248809553682804,96.66666666666669
24,0.0248809553682804,96.66666666666669
25,0.0248809553682804,96.66666666666669
26,0.0248809553682804,96.66666666666669
27,0.0248809553682804,96.66666666666669
28,0.0248809553682804,96.66666666666669
29,0.0248809553682804,96.66666666666669
30,0.0248809553682804,96.66666666666669
31,0.0248809553682804,96.66666666666669
32,0.0248809553682804,96.66666666666669
33,0.0248809553682804,96.66666666666669
34,0.0248809553682804,96.66666666666669
35,0.0248809553682804,96.66666666666669
36,0.0248809553682804,96.66666666666669
37,0.0248809553682804,96.66666666666669
38,0.0248809553682804,96.66666666666669
39,0.0248809553682804,96.66666666666669
40,0.0248809553682804,96.66666666666669
41,0.0248809553682804,96.66666666666669
42,0.0248809553682804,96.66666666666669
43,0.0248809553682804,96.66666666666669
44,0.0248809553682804,96.66666666666669
45,0.0248809553682804,96.66666666666669
46,0.0248809553682804,96.66666666666669
47,0.0248809553682804,96.66666666666669
48,0.0248809553682804,96.66666666666669
49,0.0248809553682804,96.66666666666669
50,0.0248809553682804,96.66666666666669
51,0.0248809553682804,96.66666666666669
52,0.0248809553682804,96.66666666666669
53,0.0248809553682804,96.66666666666669
54,0.0248809553682804,96.66666666666669
55,0.0248809553682804,96.66666666666669
56,0.0248809553682804,96.66666666666669
57,0.0248809553682804,96.66666666666669
58,0.0248809553682804,96.66666666666669
59,0.0248809553682804,96.66666666666669
60,0.0248809553682804,96.66666666666669
61,0.0248809553682804,96.66666666666669
62,0.0248809553682804,96.66666666666669
63,0.0248809553682804,96.66666666666669
64,0.0248809553682804,96.66666666666669
65,0.0248809553682804,96.66666666666669
66,0.0248809553682804,96.66666666666669
67,0.0248809553682804,96.66666666666669
68,0.0248809553682804,96.66666666666669
69,0.0248809553682804,96.66666666666669
70,0.0248809553682804,96.66666666666669
71,0.0248809553682804,96.66666666666669
72,0.0248809553682804,96.66666666666669
73,0.0248809553682804,96.66666666666669
74,0.0248809553682804,96.66666666666669
75,0.0248809553682804,96.66666666666669
76,0.0248809553682804,96.66666666666669
77,0.0248809553682804,96.66666666666669
78,0.0248809553682804,96.66666666666669
79,0.0248809553682804,96.66666666666669
80,0.0248809553682804,96.66666666666669
81,0.0248809553682804,96.66666666666669
82,0.0248809553682804,96.66666666666669
83,0.0248809553682804,96.66666666666669
84,0.0248809553682804,96.66666666666669
85,0.0248809553682804,96.66666666666669
86,0.0248809553682804,96.66666666666669
87,0.0248809553682804,96.66666666666669
88,0.0248809553682804,96.66666666666669
89,0.0248809553682804,96.66666666666669
90,0.0248809553682804,96.66666666666669
91,0.0248809553682804,96.66666666666669
92,0.0248809553682804,96.66666666666669
93,0.0248809553682804,96.66666666666669
94,0.0248809553682804,96.66666666666669
95,0.0248809553682804,96.66666666666669
96,0.0248809553682804,96.66666666666669
97,0.0248809553682804,96.66666666666669
98,0.0248809553682804,96.66666666666669
99,0.0248809553682804,96.66666666666669
100,0.0248809553682804,96.66666666666669
101,0.0248809553682804,96.66666666666669
102,0.0248809553682804,96.66666666666669
103,0.0248809553682804,96.66666666666669
104,0.0248809553682804,96.66666666666669
105,0.0248809553682804,96.66666666666669
106,0.0248809553682804,96.66666666666669
107,0.0248809553682804,96.66666666666669
108,0.0248809553682804,96.66666666666669
109,0.0248809553682804,96.66666666666669
110,0.0248809553682804,96.66666666666669
111,0.0248809553682804,96.66666666666669
112,0.0248809553682804,96.66666666666669
113,0.0248809553682804,96.66666666666669
114,0.0248809553682804,96.66666666666669
115,0.0248809553682804,96.66666666666669
116,0.0248809553682804,96.66666666666669
117,0.0248809553682804,96.66666666666669
118,0.0248809553682804,96.66666666666669
119,0.0248809553682804,96.66666666666669
120,0.0248809553682804,96.66666666666669
121,0.0248809553682804,96.66666666666669
122,0.0248809553682804,96.66666666666669
123,0.0248809553682804,96.66666666666669
124,0.0248809553682804,96.66666666666669
125,0.0248809553682804,96.66666666666669
126,0.0248809553682804,96.66666666666669
127,0.0248809553682804,96.66666666666669
128,0.0248809553682804,96.66666666666669
129,0.0248809553682804,96.66666666666669
130,0.0248809553682804,96.66666666666669
131,0.0248809553682804,96.66666666666669
132,0.0248809553682804,96.66666666666669
133,0.0248809553682804,96.66666666666669
134,0.0248809553682804,96.66666666666669
135,0.0248809553682804,96.66666666666669
136,0.0248809553682804,96.66666666666669
137,0.0248809553682804,96.66666666666669
138,0.0248809553682804,96.66666666666669
139,0.0248809553682804,96.66666666666669
140,0.0248809553682804,96.66666666666669
141,0.0248809553682804,96.66666666666669
142,0.0248809553682804,96.66666666666669
143,0.0248809553682804,96.66666666666669
144,0.0248809553682804,96.66666666666669
145,0.0248809553682804,96.66666666666669
146,0.0248809553682804,96.66666666666669
147,0.0248809553682804,96.66666666666669
148,0.0248809553682804,96.66666666666669
149,0.0248809553682804,96.66666666666669
150,0.0248809553682804,96.66666666666669
151,0.0248809553682804,96.66666666666669
152,0.0248809553682804,96.66666666666669
153,0.0248809553682804,96.66666666666669
154,0.0248809553682804,96.66666666666669
155,0.0248809553682804,96.66666666666669
156,0.0248809553682804,96.66666666666669
157,0.0248809553682804,96.66666666666669
158,0.0248809553682804,96.66666666666669
159,0.0248809553682804,96.66666666666669
160,0.0248809553682804,96.66666666666669
161,0.0248809553682804,96.66666666666669
162,0.0248809553682804,96.66666666666669
163,0.0248809553682804,96.66666666666669
164,0.0248809553682804,96.66666666666669
165,0.0248809553682804,96.66666666666669
166,0.0248809553682804,96.66666666666669
167,0.0248809553682804,96.66666666666669
168,0.0248809553682804,96.66666666666669
169,0.0248809553682804,96.66666666666669
170,0.0248809553682804,96.66666666666669
171,0.0248809553682804,96.66666666666669
172,0.0248809553682804,96.66666666666669
173,0.0248809553682804,96.66666666666669
174,0.0248809553682804,96.66666666666669
175,0.0248809553682804,96.66666666666669
176,0.0248809553682804,96.66666666666669
177,0.0248809553682804,96.66666666666669
178,0.0248809553682804,96.66666666666669
179,0.0248809553682804,96.66666666666669
180,0.0248809553682804,96.66666666666669
181,0.0248809553682804,96.66666666666669
182,0.0248809553682804,96.66666666666669
183,0.0248809553682804,96.66666666666669
184,0.0248809553682804,96.66666666666669
185,0.0248809553682804,96.66666666666669
186,0.0248809553682804,96.66666666666669
187,0.0248809553682804,96.66666666666669
188,0.0248809553682804,96.66666666666669
189,0.0248809553682804,96.66666666666669
190,0.0248809553682804,96.66666666666669
191,0.0248809553682804,96.66666666666669
192,0.0248809553682804,96.66666666666669
193,0.0248809553682804,96.66666666666669
194,0.0248809553682804,96.66666666666669
195,0.0248809553682804,96.66666666666669
196,0.0248809553682804,96.66666666666669
197,0.0248809553682804,96.66666666666669
198,0.0248809553682804,96.66666666666669
199,0.0248809553682804,96.66666666666669
200,0.0248809553682804,96.66666666666669
201,0.0248809553682804,96.66666666666669
202,0.0248809553682804,96.66666666666669
203,0.0248809553682804,96.66666666666669
204,0.0248809553682804,96.66666666666669
205,0.0248809553682804,96.66666666666669
206,0.0248809553682804,96.66666666666669
207,0.0248809553682804,96.66666666666669
208,0.0248809553682804,96.66666666666669
209,0.0248809553682804,96.66666666666669
210,0.0248809553682804,96.66666666666669
211,0.0248809553682804,96.66666666666669
212,0.0248809553682804,96.66666666666669
213,0.0248809553682804,96.66666666666669
214,0.0248809553682804,96.66666666666669
215,0.0248809553682804,96.66666666666669
216,0.0248809553682804,96.66666666666669
217,0.0248809553682804,96.66666666666669
218,0.0248809553682804,96.66666666666669
219,0.0248809553682804,96.66666666666669
220,0.0248809553682804,96.66666666666669
221,0.0248809553682804,96.66666666666669
222,0.0248809553682804,96.66666666666669
223,0.0248809553682804,96.66666666666669
224,0.0248809553682804,96.66666666666669
225,0.0248809553682804,96.66666666666669
226,0.0248809553682804,96.66666666666669
227,0.0248809553682804,96.66666666666669
228,0.0248809553682804,96.66666666666669
229,0.0248809553682804,96.66666666666669
230,0.0248809553682804,96.66666666666669
231,0.0248809553682804,96.66666666666669
232,0.0248809553682804,96.66666666666669
233,0.0248809553682804,96.66666666666669
234,0.0248809553682804,96.66666666666669
235,0.0248809553682804,96.66666666666669
236,0.0248809553682804,96.66666666666669
237,0.0248809553682804,96.66666666666669
238,0.0248809553682804,96.66666666666669
239,0.0248809553682804,96.66666666666669
240,0.0248809553682804,96.66666666666669
241,0.0248809553682804,96.66666666666669
242,0.0248809553682804,96.66666666666669
243,0.0248809553682804,96.66666666666669
244,0.0248809553682804,96.66666666666669
245,0.0248809553682804,96.66666666666669
246,0.0248809553682804,96.66666666666669
247,0.0248809553682804,96.66666666666669
248,0.0248809553682804,96.66666666666669
249,0.0248809553682804,96.66666666666669
250,0.0248809553682804,96.66666666666669
251,0.0248809553682804,96.66666666666669
252,0.0248809553682804,96.66666666666669
253,0.0248809553682804,96.66666666666669
254,0.0248809553682804,96.66666666666669
255,0.0248809553682804,96.66666666666669
256,0.0248809553682804,96.66666666666669
257,0.0248809553682804,96.66666666666669
258,0.0248809553682804,96.66666666666669
259,0.0248809553682804,96.66666666666669
260,0.0248809553682804,96.66666666666669
261,0.0248809553682804,96.66666666666669
262,0.0248809553682804,96.66666666666669
