NUM_FEATURES,NUM_PARAMS,Loss,FinalTestLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,TrainTimeSec
5,8,0.09647696145943233,0.10915673737015043,87.5,86.42857142857143,86.31053471257269,87.72986683576411,86.42857142857143,0.7285714285714286,0.7414702014287887,214.59083008766174
