NUM_FEATURES,NUM_PARAMS,LAYERS,FinalTrainLossAvg,FinalTestLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,TrainTimeSec
8,4,7,0.11906744249703445,0.1331423498966076,89.74358974358975,85.18518518518519,85.1079812206573,85.1916601916602,85.3045903045903,0.7778634785962206,0.7791660070273176,9.226299285888672
