NUM_FEATURES,NUM_PARAMS,LAYERS,FinalTrainLossAvg,FinalTestLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,TrainTimeSec
8,4,6,0.12907995283603668,0.1325927103559176,88.11188811188812,88.88888888888889,88.65252812621235,88.81633363806539,88.77734877734879,0.8331616889804325,0.8344529950089251,8.404231786727905
