NUM_FEATURES,NUM_PARAMS,FinalTrainLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,InitWeights,TrainingTime
8,4,0.1224934056852803,89.04428904428904,85.18518518518519,85.44523758021487,86.29610054028659,85.12512512512514,0.7774629748873149,0.780184199,"[[0.950634241104126, 1.006342887878418, -0.6441810727119446, -1.2854236364364624], [-0.7173426151275635, 0.40202948451042175, 0.2812651991844177, -1.6553821563720703]]",3.311614990234375
