NUM_FEATURES,NUM_PARAMS,LAYERS,FinalTrainLossAvg,FinalTestLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,TrainTimeSec
8,4,8,0.12510264034454638,0.14956005469516473,89.97668997668997,85.18518518518519,85.04874021008804,85.67068237647646,85.20020020020021,0.7776920108066384,0.7814210096139955,10.109344005584717
