Epoch,TrainLossAvg,TestLossAvg
0,0.31553105082545246,0.31940375709975205
1,0.2737933615426639,0.2871887512781002
2,0.25315045171128564,0.26580949127674103
3,0.23599009736851378,0.2453217699571892
4,0.22399936560845318,0.2284882225924068
5,0.21470899167872254,0.21588442474603653
6,0.20887670111961854,0.20703193186609833
7,0.20481948794184865,0.2026869105520072
8,0.20213251729389448,0.2009584969944424
9,0.19957334772273377,0.19779488803059966
10,0.19734962001477643,0.19499087195705483
11,0.1954638386245096,0.19561383486897857
12,0.19374259514408512,0.19313034636003
13,0.1922544581698371,0.19114830317320647
14,0.19037426115471723,0.18977712784652356
15,0.18851553306574031,0.18990636672134753
16,0.18682507168510298,0.19009782622257868
17,0.18521054926174227,0.18924994242412072
18,0.1837549483824721,0.18996235286747967
19,0.18245916045976407,0.18939415199889076
20,0.18127254874278337,0.18928420847212826
21,0.17971627473275423,0.18823915554417503
22,0.1784219224275131,0.18727296714981398
23,0.17720114531772677,0.1871432318455643
24,0.17596868026159304,0.1870396793992431
25,0.17448803013090766,0.186194966374724
26,0.17339902345117156,0.18555458386739096
27,0.17229179645473863,0.1843883224107601
28,0.17136699332918598,0.18392405038078627
29,0.17010432582496207,0.184490026285251
30,0.16876077716236626,0.18382657884999556
31,0.16747615189402254,0.18197236334284148
32,0.16652025581100882,0.17921948143177563
33,0.16508133667749125,0.1780385859310627
34,0.16380787618232495,0.1753384862784986
35,0.16252094750359897,0.17483087891229876
36,0.1612256647615166,0.17339092837991538
37,0.15963146948453152,0.1710289904364833
38,0.15803938029043046,0.16891581827291735
39,0.15661888189249104,0.1680570773228451
40,0.15499328250512653,0.16570924484619387
41,0.15341086449461938,0.16376229830914074
42,0.15185680415802624,0.16146500256878357
43,0.1505097967066687,0.16079458525335347
44,0.14924678661467589,0.1602913204718519
45,0.1475645091497537,0.15708671924140719
46,0.14601822652461088,0.15594132272181688
47,0.14459378183721663,0.15500084835070152
48,0.1433148420044592,0.15358279065953362
49,0.14179738359156743,0.15234438716261475
50,0.14074385614245088,0.15198918597565758
51,0.13954443503648806,0.1495602117092521
52,0.13860889710051752,0.14917450149854025
53,0.137758484114578,0.14960574358701706
54,0.1369658237223303,0.1487094282552048
55,0.13628822672756125,0.1477687171211949
56,0.13574019597196357,0.14778658554509835
57,0.13553389569957217,0.14807985778208133
58,0.13517091831405123,0.14585142582654953
59,0.13476014187633298,0.14593314462237889
60,0.13449978210153557,0.1444759769020257
61,0.13423206735324192,0.1442672919344019
62,0.1339611893906182,0.14457449620520627
63,0.1338534400318608,0.14482385913530985
64,0.13362313895583985,0.14352591418557697
65,0.1333927012858413,0.143070910539892
66,0.1332710902174036,0.14190755701727337
67,0.1330924748957574,0.14226884726021025
68,0.1330924644406303,0.14298055790088796
69,0.13290958676165912,0.1418377646693477
70,0.13280209353614797,0.1409031351407369
71,0.1325655206516906,0.1412120704297666
72,0.13252536099760126,0.14114017646621774
73,0.13231491089075595,0.1412975788116455
74,0.13224770410077555,0.14059782248956185
75,0.13209271413601917,0.1401879365245501
76,0.13209528644462842,0.14101713261118642
77,0.1319326058829025,0.14031246718433169
78,0.13181561125672503,0.1390043979993573
79,0.13177933875636344,0.138897523008011
80,0.13167019264820295,0.13891665251166732
81,0.13166550713610817,0.13839509089787802
82,0.1315785581484819,0.13796390234320252
83,0.13154780036294378,0.13856800590400342
84,0.13144834058268087,0.13817923571224566
85,0.13138165444760888,0.1382366606482753
86,0.1312975735948497,0.1383326122606242
87,0.13122838831969075,0.13808066094363178
88,0.1311360951209124,0.1370828816736186
89,0.13109389072531588,0.13627757435595547
90,0.1310066523807588,0.13713233007325065
91,0.131005353114127,0.13859508655689382
92,0.13086960681807466,0.13706684002169855
93,0.13095424415452497,0.13613883681871272
94,0.13077077531800682,0.1366949967212147
95,0.13071391072410804,0.13609682271877924
96,0.130710046052377,0.1358742015781226
97,0.13062433696988024,0.13601484094504956
98,0.13059377434092523,0.13664269309352944
99,0.13059564681597802,0.13699547477342464
100,0.13048721136121483,0.13643659954821621
101,0.1304500600396892,0.13491066545248032
102,0.13043902369784866,0.13656582628135328
103,0.13032427388471324,0.13592598532085065
104,0.13027572815929536,0.13541937205526564
105,0.13033556090646134,0.13508654744536788
106,0.13020541621393814,0.1355951949954033
107,0.1302561282173737,0.13605214186288692
108,0.13021482218117703,0.13447341322898865
109,0.13011393604022917,0.13543748441669676
110,0.13004267924315446,0.13494579135267823
111,0.13007920211081184,0.1336889291803042
112,0.1302042098798396,0.13562610193535132
113,0.12992184746376562,0.13463076480008937
114,0.12987003199287228,0.13449688448950095
115,0.12988510390956362,0.13379937410354614
116,0.12995946608779035,0.1338037911940504
117,0.13003727626967262,0.13598590675327513
118,0.1298098896558468,0.13451867660990469
119,0.1298508184564697,0.13496674238531678
120,0.12979483375182518,0.13413937693392788
121,0.12974824334358,0.13511113794865431
122,0.12982689969606334,0.13558858191525494
123,0.12983160832406201,0.13409023731946945
124,0.1299009017455272,0.13412952726637875
125,0.1296946564754406,0.13487079160081017
126,0.12966888097477403,0.13444698767529595
127,0.12973815985979179,0.13410577647112035
128,0.1296676081933064,0.13339589784542719
129,0.1295871814508816,0.13327787347413875
130,0.12961615385848047,0.13376669061404686
131,0.12949817486993082,0.1338057675295406
132,0.12946774550042786,0.13347506054021693
133,0.12944655191578788,0.13343670826267312
134,0.12949194114802878,0.13459783792495728
135,0.12938435931444725,0.1334720386399163
136,0.1293791650093241,0.13349941124518713
137,0.12936129539093494,0.1340034239821964
138,0.12931010573407709,0.13448859999577203
139,0.12927845457356016,0.13380531718333563
140,0.12931111656424604,0.1342354612769904
141,0.129251316085562,0.13362360580099952
142,0.12929834026000994,0.1343885839537338
143,0.12917458632470288,0.13340152551730475
144,0.12919974347928187,0.13426379611094794
145,0.12910998275716265,0.13326482778346097
146,0.1292143257417323,0.13406034834958888
147,0.12913961503611301,0.1324552774981216
148,0.1291300063227718,0.13288322532618488
149,0.12907995287077131,0.1325927103559176
