NUM_FEATURES,NUM_PARAMS,LAYERS,FinalTrainLossAvg,FinalTestLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,TrainTimeSec
8,4,3,0.09814509613947435,0.10833284452005669,92.77389277389277,91.66666666666666,91.62020865415744,91.65341812400635,91.6108966108966,0.8749517560787341,0.8750643624786199,4.955853700637817
