NUM_FEATURES,NUM_PARAMS,LAYERS,FinalTrainLossAvg,FinalTestLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,TrainTimeSec
8,4,4,0.12135932978355524,0.15764317026844732,91.84149184149184,87.96296296296296,88.1712962962963,89.31955211024979,87.87930787930787,0.8191187838186035,0.8229514249196977,6.115233898162842
