Epoch,TrainLossAvg,TestLossAvg
0,0.28801056971916783,0.2696216106414795
1,0.24394282042146562,0.22787443300088248
2,0.21597889541607082,0.20011789324106993
3,0.20085129065391344,0.18523000953374086
4,0.19166185812794523,0.17861027629287154
5,0.18461741599100176,0.1729150453099498
6,0.1796847224096596,0.1706392362161919
7,0.175570535180452,0.1679567943016688
8,0.17201135396123765,0.16424181781433247
9,0.16939042637120316,0.1628973533709844
10,0.1673987272145587,0.1628487601324364
11,0.16535166270666188,0.16336183470708351
12,0.16405055312426775,0.1616155908063606
13,0.1626437144193338,0.16235275235440996
14,0.16147559089260502,0.16348222063647377
15,0.1601708876468363,0.16371124044612603
16,0.15890112290015587,0.16304321697464697
17,0.15774788160424133,0.16280134077425357
18,0.15642257128562126,0.1640513257847892
19,0.15528715125747494,0.1629497629624826
20,0.15388976447371058,0.16640317936738333
21,0.1522317270298938,0.16483189717487054
22,0.15080728564229046,0.16459458569685617
23,0.14946850297195372,0.1649264544248581
24,0.14767907964530247,0.16683016496675987
25,0.14612525732784004,0.1670109094293029
26,0.1443481294390483,0.1683776202025237
27,0.14275327568009738,0.16852333810594347
28,0.14143947822786435,0.16838988606576566
29,0.1400679130550031,0.1687707989304154
30,0.1388292221964656,0.1699262327618069
31,0.13762705219097626,0.16956669754452175
32,0.1368397438685933,0.17056510183546278
33,0.13603898721349822,0.1703033783921489
34,0.13517660528664543,0.17000212327197747
35,0.1345136159366661,0.1702440055432143
36,0.13397034627574306,0.17118827722690724
37,0.13347514864656476,0.17068361739317575
38,0.13306317462787762,0.16968645928082643
39,0.13279178380827247,0.1700894363500454
40,0.13237291939191884,0.17094428175025517
41,0.1319972359356069,0.16993317118397466
42,0.13174934454244888,0.17069217728243935
43,0.13141394453448849,0.16935265560944876
44,0.1313466106330876,0.1662846146910279
45,0.1309805533442742,0.1666704609438225
46,0.13076241130317565,0.1695991003954852
47,0.13056409418027162,0.16791711692456845
48,0.13035472949623783,0.1651286041295087
49,0.13003833192489642,0.16755596851861035
50,0.12995080385869479,0.16820005189489434
51,0.129815456715775,0.16789665266319556
52,0.12949203349007316,0.16671921147240532
53,0.12941146619392163,0.16661560976946796
54,0.1292793594630726,0.16574284599887001
55,0.12912309025620525,0.16512342956331041
56,0.12891104365840103,0.16535900312441368
57,0.12880293733173317,0.1649949026328546
58,0.1286933230353402,0.1642470492257012
59,0.12866208678011573,0.16394035849306318
60,0.1283152881132695,0.1639938994690224
61,0.12839878947932126,0.1644196648288656
62,0.1282697474206244,0.1646734674771627
63,0.12809366936033423,0.1640773476273925
64,0.12804770813538477,0.16474778398319526
65,0.1278207746696917,0.16169655157460106
66,0.12772643027744648,0.1602086866343463
67,0.1276390807125674,0.1599147982067532
68,0.1274031426731523,0.16076844654701375
69,0.12736648706706255,0.16159464970782952
70,0.1272834926010012,0.1616789566146003
71,0.127293943455725,0.1614993374656748
72,0.12717248464658823,0.1601898024479548
73,0.12700350975101088,0.1603892594575882
74,0.12689746245915517,0.1599139996148922
75,0.12699167202888947,0.15956075323952568
76,0.126998417148918,0.15843219889534843
77,0.12669887558702544,0.15796106115535455
78,0.12664081114572245,0.15924453569783104
79,0.126640583807494,0.15848845850538323
80,0.12660260724298883,0.15842245298403282
81,0.12650656321526685,0.1582305171975383
82,0.12644045815601215,0.15814252418500405
83,0.12629647247302225,0.15871233410305446
84,0.12639772454341808,0.1589036363142508
85,0.1262747701648232,0.156873255416199
86,0.12621019153675556,0.1577270323479617
87,0.1261773382276644,0.15772566806387017
88,0.12614618436300948,0.15639904031047114
89,0.12626728537060442,0.1572101574253153
90,0.1260245485114051,0.15467808257650445
91,0.12589717958565358,0.1560295053102352
92,0.12594641488054137,0.15478049329033605
93,0.12598781846897864,0.1562738280605387
94,0.1259046808961944,0.1558756629625956
95,0.1258030144067911,0.15410373829029225
96,0.1257498017002097,0.1542430547652421
97,0.12584747808240787,0.15252769821219975
98,0.12578781445821127,0.15439610183238983
99,0.12580254969202279,0.15307171477211845
100,0.12569749987486636,0.15306417368076466
101,0.12574754867242488,0.15407716400093502
102,0.12560700443692696,0.15252826114495596
103,0.12571384280155867,0.15302738657704107
104,0.12553580245980017,0.15443489341824143
105,0.12549612462729007,0.15353568450168328
106,0.12556337151841407,0.15399969341578307
107,0.1255974503177585,0.1523389987371586
108,0.1255157158160821,0.15486401319503784
109,0.12542148417248314,0.15309649429939412
110,0.12541496236146468,0.1526487778734278
111,0.12537861037087608,0.15249677333566877
112,0.12542584041754404,0.1531333961972484
113,0.12535494692745186,0.15151779463997594
114,0.12542082167866625,0.15153959945396142
115,0.12540864739523624,0.1523856493058028
116,0.12535285677040095,0.15143218360565328
117,0.12544344501061874,0.1508543916322567
118,0.125297252323244,0.15157143771648407
119,0.12543554199394924,0.15313316660898704
120,0.125302934980059,0.1509116424454583
121,0.12541663367084135,0.15129721330271828
122,0.12518254334067966,0.14998994050202547
123,0.12521256398765634,0.1499822316346345
124,0.1252783294984233,0.1504141914623755
125,0.12519375936482058,0.1507424298259947
126,0.12517252892672598,0.15006124531781231
127,0.1252039846006807,0.15137437924190802
128,0.12522549397531368,0.15092440004701968
129,0.125231616494261,0.15002873263977193
130,0.1252101860541008,0.15016539725992414
131,0.12527114657428992,0.14940263165367973
132,0.1252510208975185,0.15167136379966029
133,0.12523197743928793,0.1509031123585171
134,0.12517844960267172,0.14973010177965518
135,0.12517163063679543,0.14956737613236462
136,0.1252795628039709,0.1489908982206274
137,0.12524066347898025,0.14972705366434874
138,0.12517316996321812,0.14870024224122366
139,0.12517395428010633,0.1493149173480493
140,0.12521901488790424,0.15097823904620278
141,0.12513120066035877,0.1497116712508378
142,0.12517857902394586,0.14996795301084165
143,0.125343410893059,0.14954456962921
144,0.12510263665399074,0.14956005469516473
145,0.1251151182782122,0.1481660008430481
146,0.12511617539229092,0.14806062369434922
147,0.12514376841780744,0.149557089915982
148,0.1251741271717843,0.14925454115426098
149,0.12518536339411923,0.14907582766479915
