NUM_FEATURES,NUM_PARAMS,LAYERS,FinalTrainLossAvg,FinalTestLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,TrainTimeSec
8,4,5,0.13171301683137468,0.15159095547817372,88.81118881118881,86.11111111111111,85.8925605385086,87.65508780001534,85.94666094666094,0.7914521112255407,0.8001589996950617,7.080621242523193
