NUM_FEATURES,NUM_PARAMS,FinalTrainLossAvg,FinalTestLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,TrainTimeSec
6,5,0.03294324784567862,0.026390913597963476,99.3006993006993,100.0,100.0,100.0,100.0,1.0,1.0,18.205960988998413
