NUM_FEATURES,NUM_PARAMS,FinalTrainLossAvg,FinalTestLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,TrainTimeSec
6,7,0.02905735340933283,0.02394536303149329,99.76689976689977,100.0,100.0,100.0,100.0,1.0,1.0,18.307234048843384
