NUM_FEATURES,NUM_PARAMS,FinalTrainLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,InitWeights,TrainingTime
5,4,0.028375377622378736,99.76689976689977,98.14814814814815,98.14796950143275,98.14814814814815,98.17317317317317,0.9722222222222222,0.9723472749235205,"[[0.3945227861404419, 0.23446685075759888, -1.2023587226867676, -1.0824528932571411], [0.09722113609313965, 0.23774610459804535, -1.9582349061965942, 0.8880460262298584], [0.5648486018180847, -1.0791122913360596, -0.03513307124376297, -0.6415945887565613], [1.132824182510376, -0.6924082636833191, -1.3494808673858643, -0.3945934474468231], [0.5271373391151428, -1.172118902206421, 0.8918472528457642, -1.0354058742523193], [0.01135826576501131, 0.9646458029747009, 1.0917812585830688, 0.221319317817688]]",5.295838117599487
