NUM_FEATURES,NUM_PARAMS,FinalTrainLossAvg,FinalTestLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,TrainTimeSec
8,8,0.04378719516706356,0.0712909627429865,97.9020979020979,94.44444444444444,94.44713045035365,94.64516964516964,94.41512941512941,0.9166345040524894,0.9174612130341494,18.347110986709595
