Epoch,TrainLossAvg,TestLossAvg
0,0.04673956019808224,0.07170119164166627
1,0.04586913318553449,0.0719495255638052
2,0.0455907443950782,0.07140996752099858
3,0.0455255790120794,0.07081713465352853
4,0.045381163088452844,0.07289259049489542
5,0.0451140084188857,0.07206537371018419
6,0.04513532534623758,0.0728409991565126
7,0.04491040028961666,0.07214048394450435
8,0.04479524138055759,0.0732274246574552
9,0.04491665820419649,0.0743278104260012
10,0.04478900990772358,0.07341688764454038
11,0.044656256852033255,0.07428563948444745
12,0.044901536677753456,0.07549935993221071
13,0.04463408993326978,0.07302082505904967
14,0.044745328777528307,0.07213539816439152
15,0.04470540383409509,0.07430349504230199
16,0.04447955985516657,0.07521830609551182
17,0.04444428456031081,0.07309939864057081
18,0.04445459998900935,0.07574329890862659
19,0.044636671672334205,0.07398126964215879
20,0.044362776641384424,0.07553981679181258
21,0.04442525635927151,0.07436034028176908
22,0.04435235158581556,0.07364071139858828
23,0.04428562963064456,0.07500220117745576
24,0.04414143038171155,0.07428481781648265
25,0.044302537941779845,0.07561892457306385
26,0.04423091587087352,0.07544664955801433
27,0.04431674078905777,0.07548268711953252
28,0.04411151944409995,0.07566580003886311
29,0.044322640224770234,0.07710909905532996
30,0.044251072643832726,0.07413826220565373
31,0.04426834701467088,0.0761974940283431
32,0.04419847069816156,0.07566967744518209
33,0.044343792518605166,0.07516774479989652
34,0.04422882932622533,0.0745943325261275
35,0.04404046207162745,0.07434224102784086
36,0.04405875875243357,0.07484792814486557
37,0.04409303978120253,0.07361246652349278
38,0.04403801605383277,0.07604812589232568
39,0.044042675445477165,0.07381470729079512
40,0.04405731083456175,0.07373469867916019
41,0.044224411162324166,0.07274542121147667
42,0.04413224694195327,0.07261811686610734
43,0.04413686415705925,0.07371124583813879
44,0.0439994338691443,0.07361467617253463
45,0.04396218648462585,0.0734840525245225
46,0.04397852704719161,0.07410395559337404
47,0.04410159766743511,0.07305549202417885
48,0.04391518195261766,0.07409860442082088
49,0.04396999325594563,0.0724390087718213
50,0.044074055332786,0.07338342581082273
51,0.04399845882868155,0.07441716675681097
52,0.043958330731013996,0.0723698851135042
53,0.044047292825572695,0.07462848150343807
54,0.0440173065572074,0.07247576697005166
55,0.044113430161992984,0.07348023975888889
56,0.04410364412830704,0.07267466359944255
57,0.04397965421452945,0.07368215994426498
58,0.043952349408384245,0.07286825162117128
59,0.043997432663168384,0.0746785764478975
60,0.04393334497452338,0.07163735417028268
61,0.04384549780117048,0.07272551208734512
62,0.043905770479938086,0.07316911889723053
63,0.04403545318436233,0.07313931533307941
64,0.04393182560749404,0.0733542514068109
65,0.043966889068796915,0.0725230513209546
66,0.04396449896943319,0.07299815815080095
67,0.04400608768482586,0.07241340119529653
68,0.04399897271033489,0.07351543802630019
69,0.04419475103487502,0.07313066031093951
70,0.04407009684713015,0.073140156696792
71,0.044226012442321765,0.07329073665594613
72,0.04394923951172884,0.07214680479632483
73,0.04385536082418926,0.07236825295344547
74,0.04393295250780933,0.0728544822583596
75,0.044112219885512664,0.07217706864078839
76,0.04389031348632766,0.07311479554132179
77,0.044026650887824995,0.07225310257463544
78,0.04425297364036798,0.07354605956761925
79,0.043944901554456677,0.07428067929490849
80,0.04400811746438622,0.07159102459748586
81,0.043885804695405047,0.07214167996965072
82,0.04391932391967529,0.07198869940583352
83,0.04393121987008131,0.07153673987421724
84,0.043894028946722584,0.07166132731018243
85,0.04410995724165947,0.0742073478522124
86,0.044122247159967334,0.07258267252257576
87,0.04414046323035425,0.0727505214098427
88,0.04400991137836363,0.07235635189270531
89,0.04393074322830547,0.07154325175064581
90,0.04411725157172808,0.07262889171640079
91,0.044059972094246,0.07373992084629005
92,0.04389484017427429,0.07256922746698062
93,0.044017342325204455,0.07139838362733524
94,0.04391961543015389,0.07122452150064486
95,0.04386269153553845,0.07230876910465735
96,0.04398944397350569,0.07133920083719271
97,0.04383819401351027,0.07234138712562897
98,0.04402926018882743,0.07067153106133144
99,0.044007524170658806,0.0735280296454827
100,0.044026330986118814,0.07150225527584553
101,0.04397250870828862,0.07220531441271305
102,0.044093395689706424,0.0703933880560928
103,0.04401965824439948,0.07199232528607051
104,0.043941269674292814,0.07335053584365933
105,0.04390154116394081,0.07333345759522032
106,0.04387189048431414,0.0733653429067797
107,0.04401106043503834,0.07164107704604114
108,0.04416345318644753,0.07032239395711157
109,0.04413215003881629,0.0703725698231547
110,0.04406347564727693,0.07458699515296353
111,0.043930158331677634,0.07141028682666796
112,0.04419540844006694,0.07074896680812041
113,0.04393164872567415,0.07019132727550136
114,0.04400123120882572,0.07308650541084784
115,0.044034935342959866,0.07185892988410261
116,0.043885634929844826,0.07125475837124719
117,0.04391352368609889,0.07284862168685154
118,0.043915796217384874,0.07308169640600681
119,0.044044661216246776,0.07098315159479777
120,0.04389255837752269,0.07110135381420453
121,0.04395168572924771,0.07227260874653305
122,0.04400562762449949,0.07308168233268791
123,0.0439408917700772,0.07198983796492771
124,0.04395831099305397,0.07116493092918838
125,0.044042940722617795,0.07030212341083421
126,0.04403107085358569,0.07312500525127959
127,0.04401795959451815,0.07285716019018933
128,0.04400014444004684,0.07038909610774782
129,0.04380880198104954,0.07064292669572213
130,0.044006263146867286,0.07169315846705879
131,0.04402611790211884,0.07241325632289604
132,0.04402404476504226,0.07164962348286752
133,0.043928630823716695,0.07234354703514664
134,0.04396872983546385,0.0717950511585783
135,0.04406029936837983,0.07153357931033329
136,0.04416350637386729,0.07136693624434648
137,0.04408401819618987,0.07362509056649826
138,0.043907340728875366,0.07132973818591347
139,0.04390513993330769,0.0715249451222243
140,0.04395181457305844,0.07315900749354451
141,0.044162946529599616,0.07407133398508584
142,0.0438471180853588,0.07176116695282636
