NUM_FEATURES,NUM_PARAMS,Loss,FinalTestLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,TrainTimeSec
6,6,0.029541992123278096,0.07142256697018941,100.0,94.44444444444444,94.5152625152625,94.4055944055944,95.23809523809524,0.9164733178654292,0.9196796483051292,22.28104305267334
