NUM_FEATURES,NUM_PARAMS,Loss,FinalTestLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,TrainTimeSec
8,8,0.034175636482910374,0.11589655528465907,100.0,91.66666666666666,91.84859584859586,92.20779220779221,92.85714285714285,0.875,0.8821476250549224,22.246516942977905
