NUM_FEATURES,NUM_PARAMS,Loss,FinalTestLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,TrainTimeSec
7,8,0.019823915128587583,0.02633297135206786,99.08256880733946,100.0,100.0,100.0,100.0,1.0,1.0,59.293379068374634
