NUM_FEATURES,NUM_PARAMS,Loss,FinalTestLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,TrainTimeSec
6,8,0.016701205445607322,0.024644437770951877,99.54128440366972,99.0909090909091,99.09893455098936,99.12280701754386,99.09909909909909,0.9863625092982892,0.9864848184945306,59.51629424095154
