NUM_FEATURES,NUM_PARAMS,Loss,FinalTestLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,TrainTimeSec
8,6,0.046433891656748744,0.05102826851335439,98.1651376146789,99.0909090909091,99.09893455098936,99.12280701754386,99.09909909909909,0.9863625092982892,0.9864848184945306,60.19999408721924
