NUM_FEATURES,NUM_PARAMS,Loss,FinalTestLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,TrainTimeSec
5,5,0.022921666588395014,0.02806157689880241,99.31192660550458,99.0909090909091,99.09893455098936,99.12280701754386,99.09909909909909,0.9863625092982892,0.9864848184945306,59.893829107284546
