Epoch,TrainLossAvg,TestLossAvg
0,0.02142497611455706,0.028149182218368405
1,0.02075956511747587,0.0278346695833736
2,0.020280796465722277,0.02590077508378912
3,0.0198097765784372,0.02590407955425757
4,0.01944548967956524,0.024853693907735525
5,0.019208359590672946,0.02425190916767827
6,0.019060298878621387,0.024190452363755967
7,0.018812355826367866,0.023369637076501495
8,0.018620460934607022,0.022786988980240293
9,0.018498385281655896,0.022678445472761436
10,0.018357135220875828,0.02252269746666705
11,0.01829089448376969,0.021717126826169313
12,0.018135719151086322,0.021946717984974384
13,0.018070351273811364,0.021800178930991225
14,0.01799097717120931,0.021399694874330803
15,0.01801287852192953,0.02164419950848376
16,0.01791610689681796,0.021551111506091222
17,0.0177925722478153,0.021380848113309453
18,0.017724757232553474,0.021319008949730132
19,0.01769880221891792,0.021678578763924265
20,0.017654543987850903,0.02071074427415927
21,0.01763059780010324,0.02157000283262244
22,0.017578666369780237,0.021510011654485156
23,0.017570634253132038,0.020506007355396396
24,0.017460326375418053,0.02086387867866843
25,0.01743581008799982,0.02050669567176589
26,0.017391296989330046,0.020858374734719593
27,0.017370116660297613,0.02036352227959368
28,0.017336509238259915,0.020387984536312246
29,0.017292869865616442,0.02036762530742972
30,0.017331769570517234,0.020834023564088124
31,0.01722677959680627,0.020464097563591268
32,0.01720956765931525,0.02037213537497101
33,0.017259388664924043,0.020739995288076223
34,0.01722511781340504,0.02068677453186225
35,0.017183684718975308,0.020417585313596106
36,0.017100683689152168,0.02022885434605457
37,0.017097366839161007,0.02040085398281614
38,0.017092364796791184,0.020061543832222622
39,0.0170616009348617,0.020279194814739405
40,0.017062926204714463,0.02033869230567857
41,0.017023870026766558,0.020416429042126292
42,0.01705666661527364,0.02040044261418559
43,0.01699050783346861,0.02042430394363624
44,0.01709257391887111,0.020664921668530616
45,0.017016305740149843,0.019862157016716623
46,0.01701676371422681,0.02005415292525733
47,0.017027007398523374,0.020303466512511175
48,0.016892180969126713,0.019813556827742745
49,0.016885742972798143,0.02014741765473176
50,0.016874820076467553,0.020070776946980645
51,0.016887311365603012,0.01975871196568564
52,0.016864043302260913,0.0201982322011005
53,0.016861394542705764,0.019933439911929546
54,0.016796919632277568,0.019977039554052882
55,0.01679739273980364,0.020146545281426773
56,0.01683230223980817,0.020189096926952952
57,0.016860827087209776,0.019654262534998083
58,0.016779471449293457,0.020094258900455856
59,0.016842149941593686,0.02089609766241025
60,0.016796973666354215,0.01959916357709854
61,0.016831708585708847,0.020540548160810163
62,0.016761107991139095,0.01984310331236985
63,0.0168374834239205,0.020936782506329042
64,0.01672932491062474,0.02010723826027027
65,0.016693562503669646,0.01992721295122195
66,0.016777316692322145,0.01985242505799289
67,0.016816316624030922,0.02068259337641023
68,0.016665120450627832,0.019871331596126158
69,0.01669463243700199,0.019768669925354147
70,0.016707789673880265,0.0200579980974672
71,0.01666417205597693,0.01992891244245348
72,0.016650495418979155,0.019862700115751336
73,0.01663331246320462,0.020166247755427053
74,0.01668451369538174,0.019920226893629187
75,0.016640839753086334,0.020323012714032775
76,0.0166238213092575,0.019714172808798374
77,0.016625141768362415,0.01929512770018644
78,0.016605380939923243,0.019524513847298093
79,0.016840013275943297,0.020869347318593
80,0.016737724482874215,0.01956365581739832
81,0.016725827282021096,0.02063744051243972
82,0.016608919429490755,0.01995183018691562
83,0.01657924492841278,0.019963589065742714
84,0.016570779631708884,0.01952994075017395
85,0.016586127776722043,0.019945748236582236
86,0.016582592390477657,0.019826361288626988
87,0.016578972549123435,0.01982169982942718
88,0.01654290801482948,0.019960820243728382
89,0.016556455108981866,0.02015404009984599
90,0.016552009956264272,0.019723573768580402
91,0.016617210447301953,0.019472736934268917
92,0.016584173383273722,0.02006893782634978
93,0.016547769381901323,0.019943807636284165
94,0.01653649749360232,0.019790563853112637
95,0.01653391906735433,0.01995320923419462
96,0.016567193523118823,0.02001343138033041
97,0.016532872684108905,0.019393240963971173
98,0.01655194671533672,0.020104548393714207
99,0.016565369861091906,0.020309106084621616
100,0.016526072904780195,0.019854661370455114
101,0.016599219796054568,0.019442594989582344
102,0.016532998710071845,0.020199943592564926
103,0.016540898188149734,0.019782918419137045
104,0.016596322232262515,0.0200421626817573
105,0.016589516187672848,0.019726191526623787
106,0.01656006435518498,0.019929843834014953
107,0.016515992605724394,0.01977489978350975
108,0.016513949828895376,0.01974646388380616
109,0.016530145068233942,0.01997178998189392
110,0.016584110285626563,0.01994759025466111
111,0.01652857791936342,0.019712014261771132
112,0.016564754061487726,0.019930230108676134
113,0.016593597273587626,0.020168090497867927
114,0.016544058782185293,0.019851890082160633
115,0.016563367163697322,0.01992954144737235
116,0.01658436018183376,0.020614649410601014
117,0.016611585662741485,0.01943167368019069
118,0.016512019084310613,0.01966226589003647
119,0.016599664588335093,0.021070611128514563
120,0.016528099768801586,0.019847890275909944
121,0.01649770231826322,0.0197171480567367
