Epoch,train_loss,train_acc
0,0.0993982735489096,87.85714285714286
1,0.09939777531794139,87.85714285714286
2,0.09939733083759035,87.85714285714286
3,0.0993966315473829,87.85714285714286
4,0.09939609595707484,87.85714285714286
5,0.09939539283514023,87.85714285714286
6,0.09939483915056502,87.85714285714286
7,0.09939414986542293,87.85714285714286
8,0.09939346717936652,87.85714285714286
9,0.0993925864143031,87.85714285714286
10,0.09939174992697579,87.85714285714286
11,0.099391108751297,87.85714285714286
12,0.09938965673957552,87.85714285714286
13,0.09938925855926105,87.85714285714286
14,0.09938803783484867,87.85714285714286
15,0.09938725467239107,87.85714285714286
16,0.09938586290393557,87.85714285714286
17,0.09938499884946006,87.85714285714286
18,0.0993835938828332,87.85714285714286
19,0.09938269534281322,87.85714285714286
20,0.09938179744141443,87.85714285714286
21,0.09938009019408907,87.85714285714286
22,0.09937916972807476,87.85714285714286
23,0.0993779067482267,87.85714285714286
24,0.09937635745321001,87.85714285714286
25,0.09937525029693331,87.85714285714286
26,0.09937389492988587,87.85714285714286
27,0.09937260895967484,87.85714285714286
28,0.09937147285257067,87.85714285714286
29,0.09937036356755666,87.85714285714286
30,0.09936846175364085,87.85714285714286
31,0.09936700835824012,87.85714285714286
32,0.09936532293047223,87.85714285714286
33,0.09936387177024569,87.85714285714286
34,0.09936223498412541,87.85714285714286
35,0.09936067781278066,87.85714285714286
36,0.09935872852802277,87.85714285714286
37,0.09935734122991562,87.85714285714286
38,0.09935496215309415,87.85714285714286
39,0.09935336709022521,87.85714285714286
40,0.09935190677642822,87.85714285714286
41,0.09935022230659213,87.85714285714286
42,0.09934788644313812,87.85714285714286
43,0.09934630883591515,87.85714285714286
44,0.09934474868433817,87.85714285714286
45,0.09934274341378893,87.85714285714286
46,0.09934107703822,87.85714285714286
47,0.09933843250785555,87.85714285714286
48,0.09933657944202423,87.85714285714286
49,0.09933548037494933,87.67857142857143
50,0.09933212761368071,87.85714285714286
51,0.09933031839983804,87.85714285714286
52,0.09932854069130762,87.85714285714286
