Config,BestLoss,TrainAcc
30,0.3334595819314321,66.66666666666666
31,0.0290272053331136,97.5
32,0.0248809553682804,96.66666666666669
33,0.0251936183000604,97.5
40,0.0227288176616032,97.5
41,0.0282623843600352,97.5
42,0.0253478077550729,97.5
43,0.0266153470923503,97.5
