NUM_FEATURES,NUM_PARAMS,FinalTrainLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,InitWeights,TrainingTime
8,4,0.067120882,95.33799533799534,95.37037037037037,95.35345406,95.38847117794485,95.34248534248535,0.9305287533770745,0.9306485125434285,"[[0.8501496911048889, 1.1310068368911743, -0.30976414680480957, 0.6135506629943848], [0.13574568927288055, 1.9023404121398926, -0.11614323407411575, 0.15145228803157806], [0.8745785355567932, 0.13371148705482483, 0.1713065654039383, 0.6756292581558228], [0.5729426145553589, 1.2874008417129517, -0.6550195813179016, 0.3204973042011261], [0.5159974098205566, -0.01930631883442402, 0.14985992014408112, 1.1603318452835083], [-1.0332634449005127, 0.3229580819606781, -0.1446213275194168, 1.179909110069275]]",5.448124885559082
