NUM_FEATURES,NUM_PARAMS,FinalTrainLossAvg,FinalTestLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,TrainTimeSec
5,5,0.025859962006930984,0.03763759108605208,99.76689976689977,97.22222222222221,97.22222222222221,97.27227227227228,97.27227227227226,0.9583440473129339,0.958837149472601,10.397073984146118
