Epoch,train_loss,train_acc
0,0.08244061938353947,89.82142857142857
1,0.08244045014892305,89.82142857142857
2,0.08244019512619291,89.82142857142857
3,0.0824401244521141,89.82142857142857
4,0.08243980003254754,89.82142857142857
5,0.08243947577263627,89.82142857142857
6,0.08243904284068516,89.82142857142857
7,0.08243890638862338,89.82142857142857
8,0.08243860730103084,89.82142857142857
9,0.08243829544101443,89.82142857142857
10,0.08243812322616577,89.82142857142857
11,0.08243770173617772,89.82142857142857
12,0.0824372057403837,89.82142857142857
13,0.08243671208620071,89.82142857142857
14,0.08243638575077057,89.82142857142857
15,0.08243589230946131,89.82142857142857
16,0.08243582440274103,89.82142857142857
17,0.08243490287235805,89.82142857142857
18,0.08243470809289387,89.82142857142857
19,0.08243425616196223,89.82142857142857
20,0.0824335936989103,89.82142857142857
21,0.08243298530578613,89.82142857142857
22,0.08243275327341897,89.82142857142857
23,0.08243219618286406,89.82142857142857
24,0.08243139662912914,89.82142857142857
25,0.08243091532162257,89.82142857142857
26,0.08243056727307184,89.82142857142857
27,0.08243003700460706,89.82142857142857
28,0.08242936932614871,89.82142857142857
29,0.08242920434900693,89.82142857142857
30,0.08242887774748461,89.82142857142857
31,0.08242776159729276,89.82142857142857
32,0.08242709977286203,89.82142857142857
33,0.08242666625550815,89.82142857142857
34,0.08242563690458025,89.82142857142857
35,0.08242489354951041,89.82142857142857
36,0.0824243246444634,89.82142857142857
37,0.08242344409227371,89.82142857142857
38,0.0824231756584985,89.82142857142857
39,0.08242251053452491,89.82142857142857
40,0.08242169256721224,89.82142857142857
41,0.08242231713874,89.82142857142857
42,0.08242039935929435,89.82142857142857
43,0.08241936032261167,89.82142857142857
44,0.08241835641009466,89.82142857142857
45,0.08241769245692662,89.82142857142857
46,0.0824172094464302,89.82142857142857
47,0.08241564280220441,89.82142857142857
48,0.08241487241217069,89.82142857142857
49,0.08241372885448592,89.82142857142857
50,0.0824127482516425,89.82142857142857
51,0.08241255772965295,89.82142857142857
52,0.08241127410105296,89.82142857142857
53,0.08240945147616523,89.82142857142857
54,0.08240901763950076,89.82142857142857
55,0.08240764141082764,89.82142857142857
56,0.0824068729366575,89.82142857142857
57,0.08240574630243437,89.82142857142857
