NUM_FEATURES,NUM_PARAMS,Loss,FinalTestLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,TrainTimeSec
5,8,0.03299560674599239,0.02168846915342978,96.60714285714286,98.57142857142858,98.625283446712,98.63945578231292,98.66666666666667,0.9785407725321889,0.978840857872043,77.69216060638428
