NUM_FEATURES,NUM_PARAMS,Loss,FinalTestLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,TrainTimeSec
8,8,0.03839255784239088,0.03302850840347154,96.25,97.85714285714285,97.89664319335984,98.0,97.89147286821705,0.9678012879484821,0.9683210039453443,77.98662304878235
