NUM_FEATURES,Trial,BestTrainLoss,BestTrainAcc
4,1,0.013182621449232101,99.3006993006993
4,2,0.013182621449232101,99.3006993006993
4,3,0.013182621449232101,99.3006993006993
4,4,0.013182621449232101,99.3006993006993
4,5,0.013182621449232101,99.3006993006993
4,6,0.013182621449232101,99.3006993006993
4,7,0.013182621449232101,99.3006993006993
4,8,0.013182621449232101,99.3006993006993
4,9,0.013182621449232101,99.3006993006993
4,10,0.013182621449232101,99.3006993006993
4,11,0.013182621449232101,99.3006993006993
4,12,0.013182621449232101,99.3006993006993
4,13,0.013182621449232101,99.3006993006993
4,14,0.013182621449232101,99.3006993006993
4,15,0.013182621449232101,99.3006993006993
4,16,0.013182621449232101,99.3006993006993
4,17,0.013182621449232101,99.3006993006993
4,18,0.013182621449232101,99.3006993006993
4,19,0.012188534252345562,99.76689976689977
4,20,0.012188534252345562,99.76689976689977
4,21,0.012188534252345562,99.76689976689977
4,22,0.012188534252345562,99.76689976689977
4,23,0.012188534252345562,99.76689976689977
4,24,0.012188534252345562,99.76689976689977
4,25,0.012188534252345562,99.76689976689977
4,26,0.012188534252345562,99.76689976689977
4,27,0.012188534252345562,99.76689976689977
4,28,0.010907618328928947,99.3006993006993
4,29,0.01019187644124031,99.3006993006993
4,30,0.006095918361097574,98.6013986013986
4,31,0.006095918361097574,98.6013986013986
4,32,0.006095918361097574,98.6013986013986
4,33,0.006095918361097574,98.6013986013986
4,34,0.006095918361097574,98.6013986013986
4,35,0.006095918361097574,98.6013986013986
4,36,0.006095918361097574,98.6013986013986
4,37,0.006095918361097574,98.6013986013986
4,38,0.006095918361097574,98.6013986013986
4,39,0.006095918361097574,98.6013986013986
4,40,0.006095918361097574,98.6013986013986
4,41,0.006095918361097574,98.6013986013986
4,42,0.006095918361097574,98.6013986013986
4,43,0.006095918361097574,98.6013986013986
4,44,0.006095918361097574,98.6013986013986
4,45,0.006095918361097574,98.6013986013986
4,46,0.006095918361097574,98.6013986013986
4,47,0.006095918361097574,98.6013986013986
4,48,0.006095918361097574,98.6013986013986
4,49,0.006095918361097574,98.6013986013986
4,50,0.006095918361097574,98.6013986013986
4,51,0.006095918361097574,98.6013986013986
4,52,0.006095918361097574,98.6013986013986
4,53,0.006095918361097574,98.6013986013986
4,54,0.006095918361097574,98.6013986013986
4,55,0.006095918361097574,98.6013986013986
4,56,0.006095918361097574,98.6013986013986
4,57,0.006095918361097574,98.6013986013986
4,58,0.006095918361097574,98.6013986013986
4,59,0.006095918361097574,98.6013986013986
4,60,0.006095918361097574,98.6013986013986
4,61,0.006095918361097574,98.6013986013986
4,62,0.006095918361097574,98.6013986013986
4,63,0.006095918361097574,98.6013986013986
4,64,0.006095918361097574,98.6013986013986
4,65,0.006095918361097574,98.6013986013986
4,66,0.006095918361097574,98.6013986013986
4,67,0.006095918361097574,98.6013986013986
4,68,0.006095918361097574,98.6013986013986
4,69,0.006095918361097574,98.6013986013986
4,70,0.006095918361097574,98.6013986013986
4,71,0.006095918361097574,98.6013986013986
4,72,0.006095918361097574,98.6013986013986
4,73,0.006095918361097574,98.6013986013986
4,74,0.006095918361097574,98.6013986013986
4,75,0.006095918361097574,98.6013986013986
4,76,0.006095918361097574,98.6013986013986
4,77,0.006095918361097574,98.6013986013986
4,78,0.006095918361097574,98.6013986013986
4,79,0.006095918361097574,98.6013986013986
4,80,0.006095918361097574,98.6013986013986
4,81,0.006095918361097574,98.6013986013986
4,82,0.006095918361097574,98.6013986013986
4,83,0.006095918361097574,98.6013986013986
4,84,0.006095918361097574,98.6013986013986
4,85,0.006095918361097574,98.6013986013986
4,86,0.006095918361097574,98.6013986013986
4,87,0.006095918361097574,98.6013986013986
4,88,0.006095918361097574,98.6013986013986
4,89,0.006095918361097574,98.6013986013986
4,90,0.006095918361097574,98.6013986013986
4,91,0.006095918361097574,98.6013986013986
4,92,0.006095918361097574,98.6013986013986
4,93,0.006095918361097574,98.6013986013986
4,94,0.006095918361097574,98.6013986013986
4,95,0.006095918361097574,98.6013986013986
4,96,0.006095918361097574,98.6013986013986
4,97,0.006095918361097574,98.6013986013986
4,98,0.006095918361097574,98.6013986013986
4,99,0.006095918361097574,98.6013986013986
4,100,0.006095918361097574,98.6013986013986
4,101,0.006095918361097574,98.6013986013986
4,102,0.006095918361097574,98.6013986013986
4,103,0.006095918361097574,98.6013986013986
4,104,0.006095918361097574,98.6013986013986
4,105,0.006095918361097574,98.6013986013986
4,106,0.006095918361097574,98.6013986013986
4,107,0.006095918361097574,98.6013986013986
4,108,0.006095918361097574,98.6013986013986
4,109,0.006095918361097574,98.6013986013986
4,110,0.006095918361097574,98.6013986013986
4,111,0.006095918361097574,98.6013986013986
4,112,0.006095918361097574,98.6013986013986
4,113,0.006095918361097574,98.6013986013986
4,114,0.006095918361097574,98.6013986013986
4,115,0.006095918361097574,98.6013986013986
4,116,0.006095918361097574,98.6013986013986
4,117,0.006095918361097574,98.6013986013986
4,118,0.006095918361097574,98.6013986013986
4,119,0.006095918361097574,98.6013986013986
4,120,0.006095918361097574,98.6013986013986
4,121,0.006095918361097574,98.6013986013986
4,122,0.006095918361097574,98.6013986013986
4,123,0.006095918361097574,98.6013986013986
4,124,0.006095918361097574,98.6013986013986
4,125,0.006095918361097574,98.6013986013986
4,126,0.006095918361097574,98.6013986013986
4,127,0.006095918361097574,98.6013986013986
4,128,0.006095918361097574,98.6013986013986
4,129,0.006095918361097574,98.6013986013986
4,130,0.006095918361097574,98.6013986013986
4,131,0.006095918361097574,98.6013986013986
4,132,0.006095918361097574,98.6013986013986
4,133,0.006095918361097574,98.6013986013986
4,134,0.006095918361097574,98.6013986013986
4,135,0.006095918361097574,98.6013986013986
4,136,0.006095918361097574,98.6013986013986
4,137,0.006095918361097574,98.6013986013986
4,138,0.006095918361097574,98.6013986013986
4,139,0.006095918361097574,98.6013986013986
4,140,0.006095918361097574,98.6013986013986
4,141,0.006095918361097574,98.6013986013986
4,142,0.006095918361097574,98.6013986013986
4,143,0.006095918361097574,98.6013986013986
4,144,0.006095918361097574,98.6013986013986
4,145,0.006095918361097574,98.6013986013986
4,146,0.006095918361097574,98.6013986013986
4,147,0.006095918361097574,98.6013986013986
4,148,0.004807035438716412,99.76689976689977
4,149,0.004807035438716412,99.76689976689977
4,150,0.004807035438716412,99.76689976689977
4,151,0.004807035438716412,99.76689976689977
4,152,0.004807035438716412,99.76689976689977
4,153,0.004807035438716412,99.76689976689977
4,154,0.004807035438716412,99.76689976689977
4,155,0.004807035438716412,99.76689976689977
4,156,0.004807035438716412,99.76689976689977
4,157,0.004807035438716412,99.76689976689977
4,158,0.004807035438716412,99.76689976689977
4,159,0.004807035438716412,99.76689976689977
4,160,0.004807035438716412,99.76689976689977
4,161,0.004807035438716412,99.76689976689977
4,162,0.004807035438716412,99.76689976689977
4,163,0.004807035438716412,99.76689976689977
4,164,0.004807035438716412,99.76689976689977
4,165,0.004807035438716412,99.76689976689977
4,166,0.004807035438716412,99.76689976689977
4,167,0.004807035438716412,99.76689976689977
4,168,0.004807035438716412,99.76689976689977
4,169,0.004807035438716412,99.76689976689977
4,170,0.004807035438716412,99.76689976689977
4,171,0.004807035438716412,99.76689976689977
4,172,0.004807035438716412,99.76689976689977
4,173,0.004807035438716412,99.76689976689977
4,174,0.004807035438716412,99.76689976689977
4,175,0.004807035438716412,99.76689976689977
4,176,0.004807035438716412,99.76689976689977
4,177,0.004807035438716412,99.76689976689977
4,178,0.004807035438716412,99.76689976689977
4,179,0.004807035438716412,99.76689976689977
4,180,0.004807035438716412,99.76689976689977
4,181,0.004807035438716412,99.76689976689977
4,182,0.004807035438716412,99.76689976689977
4,183,0.004807035438716412,99.76689976689977
4,184,0.004807035438716412,99.76689976689977
4,185,0.004807035438716412,99.76689976689977
4,186,0.004807035438716412,99.76689976689977
4,187,0.004807035438716412,99.76689976689977
4,188,0.004807035438716412,99.76689976689977
4,189,0.004807035438716412,99.76689976689977
4,190,0.004807035438716412,99.76689976689977
4,191,0.004807035438716412,99.76689976689977
4,192,0.004807035438716412,99.76689976689977
4,193,0.004807035438716412,99.76689976689977
4,194,0.004807035438716412,99.76689976689977
4,195,0.004807035438716412,99.76689976689977
4,196,0.004807035438716412,99.76689976689977
4,197,0.004807035438716412,99.76689976689977
4,198,0.004807035438716412,99.76689976689977
4,199,0.004807035438716412,99.76689976689977
4,200,0.004807035438716412,99.76689976689977
