NUM_FEATURES,NUM_PARAMS,Loss,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,InitWeights,TrainingTime
4,4,0.022723102959476427,99.53379953379954,100.0,100.0,100.0,100.0,1.0,1.0,"[[-2.2496449947357178, -1.013813853263855, -0.20920072495937347, 1.1903265714645386], [-0.0350387766957283, -0.29975804686546326, 1.396951675415039, -0.24255171418190002], [-0.09567692130804062, 1.4502073526382446, 0.43834516406059265, 0.43445196747779846], [-0.1369493007659912, -0.45360875129699707, 1.2768476009368896, -0.5722190141677856], [1.0356155633926392, -0.42304959893226624, -0.4533006250858307, -0.7221172451972961], [0.2204282432794571, 1.2204962968826294, -0.4484326243400574, 1.051330804824829]]",5.34151291847229
