NUM_FEATURES,NUM_PARAMS,Loss,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,InitWeights,TrainingTime
6,6,0.02511833980679512,99.3006993006993,97.22222222222221,97.24614429796085,97.31968810916179,97.24581724581725,0.9583226138410085,0.9586926463976287,"[[0.05892706289887428, -0.3666224479675293, 0.2692907750606537, 1.9106806516647339, 0.19347074627876282, -0.548697829246521], [-1.5178720951080322, 1.53871488571167, 0.22293615341186523, -0.23445013165473938, -0.01836848072707653, -0.19273927807807922], [-0.3666091859340668, 0.3567219376564026, 1.168359398841858, 0.1676095575094223, -0.011039383709430695, -0.2884114980697632], [-1.1900238990783691, 0.7495778799057007, 0.6008221507072449, -1.033432960510254, -0.4341488182544708, -0.6476342678070068], [-0.800590991973877, 1.01910400390625, 0.9523637890815735, 0.816787838935852, 0.8900909423828125, -0.0960686206817627], [-0.7250980734825134, -0.6862744092941284, 0.5723390579223633, -0.7436833381652832, -0.1178206130862236, -0.38826966285705566]]",4.9746620655059814
