NUM_FEATURES,Trial,BestTrainLoss,BestTrainAcc,Time
5,451,0.005932618863880634,99.76689976689977,5.328575134277344
5,452,0.005932618863880634,99.76689976689977,5.188719034194946
5,453,0.005932618863880634,99.76689976689977,5.238621950149536
5,454,0.005932618863880634,99.76689976689977,5.278550863265991
5,455,0.005932618863880634,99.76689976689977,5.332475185394287
5,456,0.005932618863880634,99.76689976689977,5.322190046310425
5,457,0.005932618863880634,99.76689976689977,5.2344818115234375
5,458,0.005932618863880634,99.76689976689977,5.3844687938690186
5,459,0.005932618863880634,99.76689976689977,5.392003059387207
5,460,0.005932618863880634,99.76689976689977,5.262530088424683
5,461,0.005932618863880634,99.76689976689977,5.289668798446655
5,462,0.005932618863880634,99.76689976689977,5.278846979141235
5,463,0.005932618863880634,99.76689976689977,5.259824991226196
5,464,0.005932618863880634,99.76689976689977,5.283092975616455
5,465,0.005932618863880634,99.76689976689977,5.365625858306885
5,466,0.005932618863880634,99.76689976689977,5.289531946182251
5,467,0.005932618863880634,99.76689976689977,5.22327995300293
5,468,0.005932618863880634,99.76689976689977,5.317954778671265
5,469,0.005932618863880634,99.76689976689977,5.280127048492432
5,470,0.005932618863880634,99.76689976689977,5.297590017318726
5,471,0.005932618863880634,99.76689976689977,5.337486267089844
5,472,0.005932618863880634,99.76689976689977,5.253553867340088
5,473,0.005932618863880634,99.76689976689977,5.258642911911011
5,474,0.005932618863880634,99.76689976689977,5.251220941543579
5,475,0.005932618863880634,99.76689976689977,5.322224140167236
5,476,0.005932618863880634,99.76689976689977,5.228586912155151
5,477,0.005932618863880634,99.76689976689977,5.356468915939331
5,478,0.005932618863880634,99.76689976689977,5.2411487102508545
5,479,0.005932618863880634,99.76689976689977,5.184591770172119
5,480,0.005932618863880634,99.76689976689977,5.265013217926025
5,481,0.005932618863880634,99.76689976689977,5.167742967605591
5,482,0.005932618863880634,99.76689976689977,5.279163837432861
5,483,0.005932618863880634,99.76689976689977,5.244327068328857
5,484,0.005932618863880634,99.76689976689977,5.382488965988159
5,485,0.005932618863880634,99.76689976689977,5.306386947631836
5,486,0.005932618863880634,99.76689976689977,5.247682094573975
5,487,0.005932618863880634,99.76689976689977,5.287955045700073
5,488,0.005932618863880634,99.76689976689977,5.263213872909546
5,489,0.005932618863880634,99.76689976689977,5.323651075363159
