NUM_FEATURES,NUM_PARAMS,Loss,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,InitWeights,TrainingTime
8,6,0.013115739449858665,96.5034965034965,90.74074074074075,90.83129430955518,91.33805776560439,90.7865007865008,0.8611289700398611,0.8634628719985741,"[[0.9717258810997009, 0.47468966245651245, -1.2518843412399292, -0.09399837255477905, 0.9921207427978516, 0.28387153148651123], [-0.5824848413467407, -0.7710530161857605, -0.09793687611818314, 0.6941179633140564, -0.3490772843360901, -1.8693053722381592], [0.6000471115112305, -0.5441991090774536, 0.5089171528816223, -0.6728782057762146, 0.3947157859802246, -0.5624095797538757], [-0.11780078709125519, -0.3308514654636383, 0.3315659761428833, -0.10179117321968079, -1.2013390064239502, -0.7773175239562988], [1.2081230878829956, 0.1602812558412552, 0.4724627435207367, 1.162055492401123, 0.11873990297317505, -0.13711608946323395], [-0.2845974266529083, 0.8118399381637573, 0.313469797372818, 1.4706321954727173, -0.5620154738426208, 0.09502121806144714]]",5.360004901885986
