NUM_FEATURES,NUM_PARAMS,FinalTrainLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,InitWeights,TrainingTime
8,4,0.076254248,96.27039627039628,95.37037037037037,95.37037037037037,95.41899041899042,95.41899041899042,0.9305734121882232,0.9310522253666066,"[[-0.32158491015434265, -1.1262487173080444, -0.07274661958217621, -0.8724428415298462], [1.8953893184661865, 1.0029687881469727, -1.250893473625183, -0.03618709743022919], [0.8588963150978088, -0.3607245981693268, -2.794773817062378, -2.152151346206665]]",4.2050018310546875
