NUM_FEATURES,NUM_PARAMS,LAYERS,FinalTrainLossAvg,FinalTestLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,TrainTimeSec
8,4,9,0.11694451506599124,0.16508060141845984,91.6083916083916,81.48148148148148,81.1985067289043,81.52073732718893,81.29057629057628,0.7218287186091437,0.7237915882396811,11.27614688873291
