NUM_FEATURES,NUM_PARAMS,LAYERS,FinalTrainLossAvg,FinalTestLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,TrainTimeSec
8,4,7,0.12300838696789908,0.1463939282629225,89.74358974358975,84.25925925925925,83.4065752098539,84.35592185592185,83.96539396539396,0.7634630249935583,0.7697468763130632,9.259936094284058
