NUM_FEATURES,NUM_PARAMS,LAYERS,FinalTrainLossAvg,FinalTestLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,TrainTimeSec
8,4,4,0.09338323810161689,0.13436335932325433,92.54079254079254,87.03703703703704,87.03102453102454,88.41991341991343,87.10496210496211,0.8057054741711642,0.8124080140133457,5.990995168685913
