NUM_FEATURES,NUM_PARAMS,LAYERS,FinalTrainLossAvg,FinalTestLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,TrainTimeSec
8,4,6,0.12580039112509547,0.14982088186122752,88.11188811188812,85.18518518518519,84.92929292929293,85.08699374573739,85.07221507221509,0.7775775518084695,0.7788829639754197,8.119782209396362
