NUM_FEATURES,NUM_PARAMS,LAYERS,FinalTrainLossAvg,FinalTestLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,TrainTimeSec
8,4,10,0.08338567367939405,0.1311980817053053,93.93939393939394,87.96296296296296,88.05180446971491,88.37962962962962,87.93078793078793,0.8192584963954685,0.8202103225260187,11.737800121307373
