NUM_FEATURES,NUM_PARAMS,LAYERS,FinalTrainLossAvg,FinalTestLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,TrainTimeSec
8,4,5,0.15506384964589473,0.1815045768464053,85.3146853146853,82.4074074074074,81.9113563417361,82.38833517903285,82.21507221507221,0.7359413202933984,0.7396643009775671,7.142297029495239
