NUM_FEATURES,NUM_PARAMS,LAYERS,FinalTrainLossAvg,FinalTestLossAvg,TrainAcc,TestAcc,TestF1,TestPrecision,TestRecall,CohenKappa,MatthewsCorr,TrainTimeSec
8,4,8,0.10943145683525882,0.14674856982849263,91.14219114219114,86.11111111111111,86.04072741460031,86.8474385715765,85.97454597454598,0.7913177895143629,0.7945021508839297,10.403504133224487
